label,content
0,그는 그저께 런던으로 출장을 떠났습니다
3,배송이 지연되는 사유가 무엇인가요?
3,취소한 상품이 배송되었습니다. 어떻게 하나요?
1,부담금은 기업이 전부 부담해야 합니까?
1,부활보험료를 통장해서 바로 인출할 수 있습니까?
3,배송이 지연되는 사유가 무엇인가요?
0,판매 중이다
0,너무 헐렁합니다
1,납입주기 변경에 대한 안내 입니다.
0,길을 잃었는데요. 당신은 이 지역을 잘 아십니까
2,에어컨에서 쉭쉭쉭 냉매 소음이 발생해요.(아파트 매립배관)
4,현지에서 투숙 일정이 단축 되거나 변경이 되어도 취소료가 발생하나요 ?
1,개인연금펀드를 가입하고 있습니다. 연말소득공제 납입증명서를 어떻게 발급받을 수 있나요?
0,날씨가 맑겠습니다
3,교환이 가능한 경우와 가능하지 않은 경우에 대해 자세히 알고 싶습니다.
0,2의 세제곱
0,사실이에요.맞아요
1,퇴직보험금 청구에는 어떤 방법들이 있나요?
0,조금만 더 천천히 말해 주세요
0,우체국으로 가는 길을 알려 주시겠습니까
0,배달해 주실 수 있을까요
4,보험이 적용되지 않는 경우
3,매킨토시 사용자는 안전결제(ISP)서비스를 이용할 수 없나요?
0,이것이 제가 원하던 것입니다
1,확정급여형의 실시가 더 적합한 사업장 또는 근로자는?
0,어서 들어오십시오
0,좀 더 똑똑히 말해 주시겠어요
0,물론  무엇을 해 드릴까요
0,됐어요  계약서 초안을 작성하는데 에 서로 만족할 만한 결론에 도달했습니다
0,미안하지만  지금은 그 문제에 대해서 언급할 수 없습니다
0,그는 저보다 3년 선배입니다
1,아이디 또는 비밀번호가 생각나지 않습니다.
1,변액상품은 이틀후에 지급해 주는데 왜 그런거예요?
0,당신을 기다리고 있었습니다
0,50달러라면 사겠습니다
1,보험금 자동송금 서비스란?
0,정말 그럴 기분이 나지 않습니다
3,휴일에도 상품을 받을수 있나요?
0,좋아요
3,발송완료 알림톡(SMS) 을 받았는데 상품은 언제쯤 받을 수 있는거예요?
0,환불 기한을 경과하면 일정한 이자를 지불하라는 요구를 받습니다
1,Outlook 하단에 제한된 사이트로 나옵니다.
2,Smart ThinQ/ 와이파이 모듈은 어떻게 등록하나요.
4,항공 요금규정은 어디서 확인하나요?
0,--p 값을 내리다
0,지금은 재고가 없습니다
0,다른 모델의 부품을 귀사에 송달한 것은 전적으로 우리의 잘못입니다
0,승진을 축하합니다
0,만나뵙기를 고대해 왔습니다
0,들어오세요
0,그것이 괜찮습니까
0,신입 사원의 경우  첫 일년은 7일간입니다
0,어떻게 지내셨어요
1,홈페이지를 통한 제지급금 관련 필요서류 서식 제공
1,연금으로 받을 경우 어떤 이익이 있나요?
0,흡연석이 있습니까
0,안녕! 어서 들어와
0,1년 계약이 끝나는 5월15일에 당신은 퇴사해야 합니다
0,기분이 우울합니다
0,다음 회의를 준비할 수 있도록 5일간의 여유를 주십시요
1,계약체결시 직업란에 위험직종이 아닌 것으로 했을 경우 보장은?
2,[일반] 퀵페이 실행 동작 후 퀵페이 창이 늦게 떠요.
4,수화물 규정을 어떻게 되나요?
0,--에 대해서 전화하겠습니다
0,나는 나에게 화가 났다
4,임차계약서 확인방법
0,안녕하세요  미스터 브라운. 오랜만입니다
4,레이트 체크아웃 사전 신청 가능한가요?
0,생일을 축하합니다
0,저는 당신편입니다
0,우리는 --할 계획입니다
0,무엇을 해보고 싶습니까
0,사업상 왔습니다
0,두 번째 모퉁이에서 오른쪽으로 돌면 바로 앞에 있습니다
4,출발후 귀국편항공권만 환불가능한가요?
0,정말 죄송합니다
0,몇 시가 좋겠습니까
0,이틀 더 숙박하고 싶습니다
0,또 다른 기회에
0,피에르 가르뎅 가방이 있습니까
0,친절에 감사드립니다
0,이곳이 기차를 타는 승강구입니다
0,그렇다면  이제 비디오 카메라 수입에 관한 당신의 제안에 대해 토론해 볼까요
4,[일본][규슈] JR 레일패스의 교환방법과 이용방법에 대해서 알려주세요.
0,안녕! 어서 들어와
2,V35의 Sidelight 기능은 무엇인가요.
0,그런데
3,주문한 상품은 언제쯤 받을 수 있나요?
0,이삼 주간 술을 마시지 않았습니다
4,신용카드 인증 서비스(안심클릭/안전결제)란 무엇인가요?
0,보통  하루에 몇 시간 근무하십니까
0,문제는 --입니다
0,편리하신 대로
0,제가 전화했다고만 전해 주세요. 나중에 다시 전화하겠습니다
0,가능한 한
1,치과병원에서 통원치료를 받았습니다. 이 경우도 실손의료비보장특약에서 보장 되나요?
1,주보험대상자와 입원기타시보험금을 받는자가 동일할 경우의 장해보험금 수령 절차
3,발송완료 알림톡(SMS) 을 받았는데 상품은 언제쯤 받을 수 있는거예요?
0,운동을 하십니까
0,밤 10시까지 이곳에 돌아와야 합니다
0,그 집은 특별 요리 중 하나가 곱창 전골입니다
0,100달러를 우편환으로 보내고 싶습니다
0,그곳은 호텔에서 가깝나요
1,보험료 합산 자동이체 안내 입니다.
0,7달러입니다
0,* 교섭  지연
0,작별술로 딱 한잔 더 하러 가는 것이 어떻습니까
4,여권 발급 예정일 경우 어떻게 결제를 하나요?
2,휴대폰 충전이 안됩니다.
0,회의는 내일 오전 9시에 있습니다
0,아니  이거 진 아닌가
3,롯데닷컴 배송흐름은 어떻게 되나요?
0,천만의 말씀입니다
0,11시에 퇴출 수속을 할 겁니다
4,예약완료 후 결제는 어디서 어떻게 하나요?
4,국내선 항공티켓은 어디서 받을 수 있나요?
1,보험관련 안내장 우편물 수령지를 변경하고 싶습니다.
0,그의 타율은 어떻습니까
2,휴대폰에 물기나 이물질이 들어갔어요.
4,항공사 마일리지를 사용하여 발권이 가능한가요?
3,주문한 상품은 언제쯤 받을 수 있나요?
3,상품을 받지 못했는데 발송완료로 표시되는 이유가 뭔가요?
0,목요일에 저를 만날 시간이 있으신지요
1,변액보험에 가입해서 매월 보험료를 내고 있는데요  주식시장이 계속 안 좋아져서 걱정입니다.
0,세금까지 전부 얼마입니까
2,[가정용스탠드에어컨] 먼지 및 냄새 센서 위치
0,합계는 --원달러입니다
0,후에 다시 전화하겠습니다
0,또한  연간 약 300만 달러를 종업원들의 봉급으로 지불해야 합니다
1,공인인증서를 통해서 소득공제용 납입증명서 발행이 가능합니다
0,생산품에 대한 명세서는 예고없이 바뀐다는 것을 유념하십시오
0,저는 항상 저의 수집에 보탤 무엇인가를 찾고 있습니다
0,--에 대해 의견을 말씀해야겠습니다
4,[지중해&유럽] 지중해 및 유럽에도 기독교 성지가 있나요?
4,출발 시 이티켓이 꼭 필요한가요?
0,* 휴가  결근
1,펀드를 가입하려고 합니다. 펀드에 입금을 어떻게 하나요?
2,필터 청소는 어떻게 하나요.
3,롯데닷컴 배송흐름은 어떻게 되나요?
0,저의 몫은 얼마지요
0,믿을 수 없어
4,결제 할 항공요금 확인해 주세요?
1,퇴직연금제도가 새로 도입되면  기존의 퇴직보험은 어떻게 되나요?
4,[기타] 항공권과 여권 분실 시 처리 절차에 대해 알려주세요.
3,배송이 지연되는 사유가 무엇인가요?
2,실외기 소음이 평소보다 커졌어요. 실외기 소리가 너무 커요.
0,저희의 실수를 사과드립니다
2,(듀얼)필터 청소는 어떻게 하나요.
2,G6 카메라 일반 모드에서 화면 노출을 조절하려면 어떻게 하나요.
2,에어컨을 만지면 전기가 흘러요.
2,에어컨만 사용하면 눈이 따가워요. 눈이 매워요.
4,환율고정은 어떻게 하면 되나요?
0,정말 오랜만이지요
0,그것으로 합시다
1,증권계좌로도 자동이체 신청가능합니까?
0,운전사
0,교환에게 걸려면 몇 번을 돌려야 합니까
0,포장하여 우송해 줄 수 있습니까
0,전화를 걸어 주시겠습니까
0,일기 예보는 믿을 수가 없습니다
0,8마지막회 초말입니다
3,발송완료 알림톡(SMS) 을 받았는데 상품은 언제쯤 받을 수 있는거예요?
3,롯데닷컴 배송흐름은 어떻게 되나요?
0,메시지를 받을 수 있을까요
0,유감이지만  지난 달 귀사에서 선적한 자동차 부품 중에서 얼마간이 쓸 수 없는 것으로 판명되었기에 통고합니다
0,오  매우 좋습니다
0,내일다음 주 당신의 스케줄은 어떻게 됩니까
0,감기가 나았습니다
0,--에게 통화할 수 있을까요
0,내일 따뜻할추울 거라고 생각하세요
2,휘센앱/스마트씽큐 등록 방법을 알려주세요.
0,2의 제곱
4,패스 구매후 이용국이 아닌 다른나라를 추가적으로 여행하려고 하면 어떻게 되나요?
2,Nano-SIM 카드는 어떻게 사용 하나요?
0,안녕하세요
0,뭐 좀 마실래요
0,전화를 걸어 주시겠습니까
0,다음 주 화요일에 방문해도 될까요
2,(냉방)희망온도에 도달해도 실외기가 계속 가동되요. 실내온도가 더 떨어져요.
3,배송중인 상품의 위치는 어떻게 확인하나요?
0,뭔가 좀 마실래요
0,이곳에 머무는 동안 도울 수 있는대로 당신이 즐겁게 지내시도록 돕고 싶습니다
3,상품을 받지 못했는데 발송완료로 표시되는 이유가 뭔가요?
2,모든 전화 수신이 안되나요.
2,G6 자동 통화 녹음 기능은 어떻게 사용하나요.
0,해외 지사를 개설하는 것은 좀더 신중해야 합니다
1,간편비밀번호를 5회 실패했더니 간편비밀번호를 재등록 하라는 메시지가 나옵니다. 어떻게 해야 하나요?
2,UI 5.0(LG home 5.0) 홈 화면 이용 방법
1,변액보험 펀드변경은 왜 하나요?
0,특별한 색깔을 찾고 계십니까
2,실내기가 흔들리는데 어떻게 고정하나요.
0,만약 회사가 당신을 필요로 한다면 2년 더 계약을 갱신할 수 있는 기회가 주어집니다
0,소금 좀 건네 주시겠어요
0,이윤을 가져다주다
4,어린이 혼자 비행기 탑승이 가능한가요?
0,거의 같은
0,미안하지만  대리점을 바꾸자는 당신의 계획에 동의할 수 없습니다
0,원의 대달러 환율은 얼마입니까
0,이유를 설명해 줄 수 있습니까
2,On 표시가 나타나요.
0,좀더 자세히 말씀해 주시겠어요
3,롯데닷컴 배송흐름은 어떻게 되나요?
1,기업체가 부도후 퇴직금청구서 작성시 명판 및 인감은 ...
0,무얼 권해 주시겠습니까
0,이것들은 아주 좋은 것입니다
0,얼마입니까
3,북앤라이프 도서상품권은 어떻게 사용하는 건가요?
0,아니오  그렇게 생각지 않아요
0,통화중입니다
0,예  좋습니다
0,당신의 명함을 주시겠습니까
3,무통장입금 시 예금주명은 어떻게 쓰면 되나요?
4,[유럽]분실 또는 도난 당했거나 부분적으로 사용한 패스의 환불이 가능합니까?
0,회의 시간이 갑작스럽게 변경된 것을 알려드리지 못해 죄송합니다
0,미스터 화이트  그 점에 있어서는 당신에게 동의할 수 없는데요
0,미안합니다. 만 원짜리 지폐밖에 없습니다
1,퇴직연금의 경우 근로자에 대한 교육이 중요하다는 데 교육은 누가 어떻게 시키나요?
2,V35의 Google Lens 기능을 알려주세요.
2,카메라 전문가 모드의 노출 조절(Exposure value)은 어떻게 동작 하나요?
3,상품을 직접 방문하여 수령할 수는 없나요?
0,11시 이후엔 5p의 할인을 받을 수 있나요
2,갑자기 에어컨에서 불쾌한 냄새가 나요.
2,메시지 알림 설정은 어떻게 하나요.
0,당신이 연주하는 악기는 무엇입니까
1,장기주택저당차입금 이자상환액 연말소득공제 요건은 무엇인가요?
0,다시 뵙겠습니다
4,여권번호 & 만료기간 수정 및 등록 올바르게 하였는지 확인해주세요?
3,배송이 지연되는 사유가 무엇인가요?
0,화이트 씨  우리와 함께 가는 게 어때요
0,좀 더 싼 객실이 있습니까
4,홈페이지에서 다른 사람 예약이 가능한가요?
4,공항미팅시간에 맞춰갈 수 없을 것 같은데 어떤 조치를 취해야 하나요?
0,내일은 비가 올 겁니다
0,선적 최종 기일은 4월 30일입니다
4,카드 승인은 되었는데 발권이 실패되었습니다  어떻게 하나요?
0,저는 우표 수집에 깊은 관심을 갖고 있습니다
0,한 잔 더 어때요
3,배송중인 상품의 위치는 어떻게 확인하나요?
0,우리의 주요 관심사는 --입니다
0,한지수입니다
0,머리가 빠개질 것 같이 아픕니다
0,작년의 매상 신장률은 8p를 기록했습니다
0,좋아요. 조금만 주십시오
0,마실 것 좀 드릴까요
4,객실을 2실 예약했는데 예약번호는 1개를 받았습니다 맞는건가요?
0,크림과 설탕을 넣어 주세요
3,주문한 상품은 언제쯤 받을 수 있나요?
0,그거예요
0,투쓰리 아웃입니다
0,이것들은 5개가 한 세트로 2000원에 판매되고 있습니다
3,아이디를 여러개 만들 수 있나요?
0,저는 직접 귀사에서 필요한 부품을 만드는 것이 더 경제적이라고 생각합니다
0,무익하게 시간만 낭비한 토의였습니다
0,여기에 온 지 두 달이 지났습니다
0,다른 시간으로 정하면 어떨까요
0,당신이 있어서 즐거웠습니다
0,실례합니다  웨이터아가씨
0,이것으로 15 치수가 있습니까
0,The Walls가 현재 그 극장에서 상연되고 있습니다
1,확정기여형에 있어서 적립금 운용방법 선정에 근로자들은 금융지식이 없는데  도움이 필요하지 않나요?
1,실종자의 보험금 청구는 어떻게 되는지요? (실종선고 절차)
0,그것은 세금이 포함된 가격입니까
0,휘발유를 가득 채워 주십시오
3,롯데닷컴 배송흐름은 어떻게 되나요?
0,우리는 몇 가지 조건을 받아들일 수 있다고 생각합니다
0,당신이 편하다면 언제라도 저는 좋습니다
0,물론이죠  네
2,에어컨이 꺼져 있는데 실외기가 돌아가요. 사용하지 않는데 물이 떨어져요.
0,한국식당을 생각하십니까  아니면 중국 식당을 생각하십니까
0,제 좌석은 어디입니까
4,여행상품 예약은 어떻게 하나요 ?
3,상품을 직접 방문하여 수령할 수는 없나요?
4,예약번호를 받았고 객실을 더 추가하고 싶은데 어떻게 하면 될까요?
0,무슨 걱정거리가 있나요
0,이것은 노란 색과 갈색으로 생산됩니다
4,항공 업그레이드 또는 호텔 업그레이드가 가능한가요?
1,보험계약 중 동일한 보장인 경우 중복 지급이 되는지요?
0,샌프란시스코에서 9시 비행기로 떠나면  피닉스 공항에는 몇 시에 도착합니까
3,회원탈퇴 시 남은 I-포인트/S-Money/할인쿠폰/하트 등은 어떻게 되나요?
4,[일본][오키나와] 유이레일패스란 무엇인가요?
0,명동에 제가 좋아하는 술집이 있습니다
3,취소한 상품이 배송되었습니다. 어떻게 하나요?
0,매장 안내인이 있습니까
0,우리는 당황하고 있습니다
3,발송완료 알림톡(SMS)을 받았는데  송장 추적이 되지 않아요.
0,제가 하는 말 알겠습니까
4,애완견을 데리고 탑승할 수 있나요?
2,ATM 입출금 기능은 어떻게 사용하나요.
0,지금은 바쁩니다
3,배송이 지연되는 사유가 무엇인가요?
1,계약자를 바꾸고 싶습니다. 계약자 변경 절차를 알려 주십시오.
0,몇 시에 개점폐점합니까
1,보험 ARS서비스(1588-1001) 코드 및 이용시간 안내
0,이것은 진짜 가죽입니다
4,패스를 소지하고 있는 경우에도 예약을 해야 하나요?
1,매월원리금균등분할상환과 매월원금균등분할상환은 어떻게 다름니까?
1,오늘 자동이체일인데 오늘 자동이체 해지(해약)하면 인출되지 않나요?
4,[결제수정 및 문의] 항공권 결제는 어떻게 하나요?
1,퇴직 후에도 근로자가 IRA에 추가로 부담금을 낼 수 있습니까?
1,지급청구시 계좌체크가 너무 오래 걸립니다. 에러 아닙니까?
4,[일본] JR패스를 발권 받고 싶습니다만 수령할 시간이 없는데 현지에서 발급되나요?
1,이자는 왜 공제하고 지급합니까?(의뢰중  추가대출)
0,다음 기회에 오실 수 있기를 바랍니다
4,[요금규정][기타] 유류할증료(Fuel Surcharge)가 무엇인가요?
0,한국으로 수신인 지불로 국제 통화를 하고 싶은데요
3,배송중인 상품의 위치는 어떻게 확인하나요?
3,휴일에도 상품을 받을수 있나요?
2,LG 페이 앱을 설치하고 싶어요.
3,전화로도 주문할 수 있나요?
0,통화중입니다
0,예정된 미국인 근로자의 채용 인원은 약 200명 정도입니다
0,미스터 브라운  만나서 반갑습니다
2,에어컨 부품을 택배로 받아볼 수 있나요.
0,당연하죠
0,그녀에게 전화해 달라고 일러주시겠습니까
0,아이들도 모두 잘 있나요
0,곧장 가십시오
0,미안합니다. 전화를 잘못 걸었습니다
0,그그녀는 지금 외출 중입니다
0,S사의 미스터 리입니다
0,그리 나쁘지는 않습니다
0,말씀드리기에 대단히 죄송하지만 가격을 인하시켜 달라는 우리의 제안을 귀사가 거절했기 때문에 우리는 새 업자를 찾았습니다
2,Smart ThinQ 연결이 안돼요. 등록실패가 떠요.
1,현행 퇴직금제도는 없어집니까?
0,당신에게 실망했어요
0,--원입니다
0,소매를 조금 짧게 해주세요
0,실례합니다. 어디서 표를 살 수 있나요
0,이 거리의 지도를 가지고 계십니까
0,계산서가 7달러 50센트였으므로 나는 팁으로 75센트를 놔두었다
0,오랫동안 뵙지 못했습니다
3,우수고객의 등급은 어떤 경우 (상향/하향) 조정 되나요?
0,저는 남미 지역 판매를 맡고 있습니다
0,--을 좋아하세요
0,기한이 지나면  그 표는 무효가 됩니다
2,투인원에어컨을 동시에 가동하면 능력이 떨어지나요.
4,[일본] GREEN 과 ORDINARY 의 차이가 무엇인가요?
4,성지순례 일정은 주의해야 할 옷차림이 있나요?
2,SP/CP/PO는 어떤 기능 인가요.
3,롯데닷컴 배송흐름은 어떻게 되나요?
0,이것이 좋습니다
0,어떤 운동을 하십니까
0,결론에 이르다
2,2in1 벽걸이 제품만 냉기가 없어요.
2,최근 구입한 제품인데 냄새가 나요.
3,주문한 상품은 언제쯤 받을 수 있나요?
2,V35의 Google Lens 기능을 알려주세요.
0,몸 상태가 좋지 않습니다
0,불행하게도 감기에 걸려서 오늘 저녁에 당신을 만나러 가지 못하겠습니다
3,상품을 받지 못했는데 발송완료로 표시되는 이유가 뭔가요?
0,극장가는 것을 좋아하세요
1,모든 사업장에서 강제로 퇴직연금제도를 실시해야 하나요?
0,제가 아는 한  그들은 주로 사무실용 컴퓨터 부품들을 다루고 있습니다
0,숙박료는 얼마입니까
0,저는 조금 슬픕니다
2,Wi-Fi 설정을 초기화 하고 싶어요.
4,렌터카 예약취소 및 변경은 어떻게 하나요?
2,엘지제품에도 오존이 발생하나요.
0,좋아요
1,펀드의 수익률을 조회하고 싶습니다.
2,표시창이 자동으로 꺼져요. OF가 뜨면서 화면이 꺼져요.
3,발송완료 알림톡(SMS) 을 받았는데 상품은 언제쯤 받을 수 있는거예요?
0,무엇이 잘못됐나요
3,발송완료 알림톡(SMS)을 받았는데  송장 추적이 되지 않아요.
0,여행자 수표를 현금으로 바꾸고 싶습니다
0,그것들은 영업부에서 얻을 수 있습니다
0,오전 9시는 어떻습니까
0,20 달러 정도입니다
0,가격 명세서는 즉시 입수할 수 없습니다
3,주문한 상품은 언제쯤 받을 수 있나요?
2,1H 표시가 나타나요.(2H  3H  4H  5H  6H  7H)
3,휴일에도 상품을 받을수 있나요?
0,쌀은 한국 국민에게 있어 가장 중요한 농산품입니다
3,발송완료 알림톡(SMS)을 받았는데  송장 추적이 되지 않아요.
0,이름을 한 번 더 말해 주시겠어요
0,당신을 괴롭혀 드려 미안합니다
2,휴대폰의 콘텐츠를 케이블 없이 TV에서 볼 수 있나요.
0,이 일에 대한 최종 결정은 다수결로 정하겠습니다
0,11시 30분에 캐피털 호텔 로비에서 뵙겠습니다
0,전화를 좀 해주시겠습니까
0,아니오  괜찮습니다
4,[일본]나리타 공항에서 오사카까지 JR로 가는 방법 알려주세요
0,그것은 너무 비쌉니다
2,액정이 깨졌어요 어떻게 해야 하나요.
0,대전에서 특급 열차에서 보통 열차로 갈아타십시오
4,예약을 하면 바로 확정이 되는 건가요?
0,앉으십시오
3,롯데닷컴 배송흐름은 어떻게 되나요?
0,하청 업자들에게 도급을 주는 데는 두 가지 이유가 있습니다
2,휴대폰 잠금설정은 어떻게 하나요.
0,블랙으로 주십시오
0,좋은 하루가 되십시요
3,주문한 상품은 언제쯤 받을 수 있나요?
0,서류 한 장마다 서명이 필요합니다
2,F720 펜 지킴이 기능 -
0,한국에 체류하시는 동안 지금부터 예정이 어떻게 짜여 있으신지 알려주시겠습니까
2,실외기에 바람막이 / 가이드를 설치하고 싶어요.
0,훌륭한 옛 한국의 전통을 맛볼 수 있는 몇 곳을 방문하고 싶군요
0,죄송해요  늦었군요
0,7월분 환불금은 7월 19일이 지급기일입니다
0,이 전화를 구내 123번으로 연결해 드리겠습니다
0,이것들은 100p 실크입니다
4,국내선 항공권의 취소방법과 수수료는 어떻게 되나요?
4,예약한 항공권의 스케줄을 변경 할 수 있나요?
0,제 좌석을 바꿀 수 있을까요
1,펀드에 대해 알고 싶습니다. 어떻게 상담할 수 있습니까?
2,화면 터치가 안되시나요?
0,이글스는 김진호부터 시작되었습니다
0,이것은 제가 원하던마음에 있었던 것이 아닙니다
0,내일 어떤 계획이 있으십니까
3,취소한 상품이 배송되었습니다. 어떻게 하나요?
4,환전은 어떻게 해야 되나요?
0,물론! 좋고 말고요
4,유아용 카시트/아동용카시트/아동용 부스터카시트 사용방법
3,발송완료 알림톡(SMS)을 받았는데  송장 추적이 되지 않아요.
4,바로 확정으로 보이는데 예약이 안되요?
2,배수펌프가 작동하지 않아요.
0,40달러 이하의 욕실이 달린 더블 룸을 원합니다
0,지명 통화를 하고 싶은데요
2,USB 케이블 연결 및 충전 중에 LG 캠 플러스는 동작을 하나요?
0,언제까지 얼마나 늦게까지 됩니까
4,국내선 예약 시 좌석이 필요 없는 유아도 예약을 해야하나요?
0,전자 제품 매장은 어느쪽입니까
1,교보다이렉트는 누구에게 적합한가요?
0,0.05는 작은 수 같지만  아주 중요하다
0,승객
4,패스소지자란 무엇인가요?
4,결제를 했는데 현지에서 또 지불 할 게 있나요?
0,--에 차질을 빚게 되었습니다
0,어느 것이 더 튼튼합니까
0,--에 대한 당신의 의견을 알고 싶습니다
3,취소한 상품이 배송되었습니다. 어떻게 하나요?
0,* 어지러움  빈혈
4,[결제수정 및 문의] 신용카드 결제후. 다른카드로 변경할수 있나요?
0,넥타이는 어디에서 팝니까
0,한잔하러 갈까요
3,제작 상품은 언제쯤 받아볼 수 있나요?
2,누가 OS 업그레이드  추가된 기능이 궁금해요.
1,보험가입시 등록했던 주소를 변경하고 싶습니다.
2,(난방) 실외기에 성에가 껴요.
2,G7 상태 표시줄에 배터리 퍼센트 표시가 보이지 않아요.
0,좀더 상세히 설명해 주시겠어요
0,그는 지금 외출중입니다
0,승차 시간은 30분 동안이다
3,주문한 상품은 언제쯤 받을 수 있나요?
0,음악을 매우 좋아합니다
0,새 공장을 준공하는 데 거의 2년이 걸렸습니다
0,여기 있습니다
0,괜찮습니다
2,메세지 스팸 설정은 어떻게 하나요?
0,이사회는 격주2주일마다로 열립니다
3,발송완료 알림톡(SMS) 을 받았는데 상품은 언제쯤 받을 수 있는거예요?
2,[G5] 기본 제공하는 젠더에 OTG 연결하면 인식이 안돼요.
1,퇴직연금사업자 선택은 어떤 기준으로 해야 합니까?
2,표시창에 CH05가 떠요
0,그에게 나중에 당신한테 전화하게 할까요
0,몇 병까지 면세를 받을 수 있습니까
2,메시지 문자크기 조절을 어떻게 하나요.
2,에어컨에 코드가 없어요. 코드가 잘렸어요.
1,간편비밀번호 서비스는 무엇인가요?
0,최선을 다해 보죠
0,--의 목적으로 여기에 왔습니다
0,100달러짜리로 바꿔 주십시오
