label,content
1,예약확정서나 바우처는 어디서 받을 수 있나요?
1,(난방) 실외기에 성에가 껴요.
1,배송중인 상품의 위치는 어떻게 확인하나요?
1,지급청구를 하면 언제쯤 지급됩니까?
1,투인원에어컨을 동시에 가동하면 능력이 떨어지나요.
1,상품을 직접 방문하여 수령할 수는 없나요?
1,에어컨 바닥으로 물이 조금씩 보여요. 물이 고여있어요
1,모든 기업이 퇴직연금제도를 도입해야 합니까?
1,근접 조도 센서 인식이 안될때.
1,모바일 창구에서 네트워크 오류가 발생합니다.
1,회원가입을 하면 보험계약조회를 할 수 있습니까?
1,배송이 지연되는 사유가 무엇인가요?
1,S-Money I-Point로 환불 받을 수도 있나요?
1,가입 후 대출은 언제부터 가능합니까?
1,호텔 전액 결제 해야 하나요?
1,취소한 상품이 배송되었습니다. 어떻게 하나요?
1,엘지제품에도 오존이 발생하나요.
1,[중동] 환전은 어떻게 얼마나 해야 할까요?
1,리모컨이 안돼요.
1,충전기 연결 시 '수분이 감지되어 충전 불가' 멘트가 떠요.
1,보험계약대출(약관대출)은 어떻게 받을 수 있나요?
1,K10(LG-F670) 5GHz Wi - Fi 접속 안됨
1,에어컨에 코드가 없어요. 코드가 잘렸어요.
1,주보험대상자와 입원기타시보험금을 받는자가 동일할 경우의 장해보험금 수령 절차
1,[기타] 중복(이중)예약하면 어떻게 되나여?
1,지급예정일 지정이 가능합니까?
1,실시간 계좌이체가 무엇인가요?
1,LG페이로 택시에서 결제를 할 수 있나요.
1,필터청소는 어떻게 하나요.
1,휴대폰의 콘텐츠를 케이블 없이 TV에서 볼 수 있나요.
1,발송완료 알림톡(SMS)을 받았는데  송장 추적이 되지 않아요.
1,발송완료 알림톡(SMS)을 받았는데  송장 추적이 되지 않아요.
1,결제를 호텔에서 해도 되나요?
1,전화로 카드결제를 하고 싶은데 가능한가요?
1,선택관광은 꼭 해야 하는건가요?
1,상품을 받지 못했는데 발송완료로 표시되는 이유가 뭔가요?
1,배수 호스가 빠졌어요. 찢어졌어요.
1,교환 후 처음 받았던 상품을 아직 회수해 가지 않았어요.
1,등록된 내 정보를 변경하고 싶어요.
1,확정급여형의 실시가 더 적합한 사업장 또는 근로자는?
1,롯데닷컴 배송흐름은 어떻게 되나요?
1,상품을 반품할 경우 반품택배비는 누가 부담하나요?
1,확정급여형의 실시가 더 적합한 사업장 또는 근로자는?
1,여행가방은 어떻게 꾸려야 합니까?
1,온라인상으로는 좌석이 보이는데 예약완료 시 왜 대기인가요?
1,패키지여행으로 예약하고 현지에서 일행끼리 관광이 되나요?
1,무통장입금이 가능한 은행을 알고 싶습니다.
1,(냉방)실내기에 성에가 껴요.
1,청구를 잘못하였습니다. 취소하고 싶습니다.
1,실내기 LED 램프가 깜박 거려요.
1,주문한 상품은 언제쯤 받을 수 있나요?
1,기본 구성품과 액세서리는 어디에서 구입 하나요.
1,계약자 이름을 개명을 했는데  어떻게 신청해야 해요?
1,마이크 3개가 기존 2개에 비해 무엇이 다른지요 ?
1,좌석 상태 확인해 주세요?
1,배송중인 상품의 위치는 어떻게 확인하나요?
1,개인사업자의 대표자는 퇴직연금 가입이 안됩니까?
1,상품을 받지 못했는데 발송완료로 표시되는 이유가 뭔가요?
1,운용방법(펀드)의 변경시 소요 기간은 얼마나 걸립니까?
1,리모컨이 됐다 안됐다 해요.
1,상품을 받지 못했는데 발송완료로 표시되는 이유가 뭔가요?
1,체크인하는 방법을 자세히 알고 싶습니다
1,상품을 받지 못했는데 발송완료로 표시되는 이유가 뭔가요?
1,근접센서 기능이 안되나요?
1,교보다이렉트로 보험에 가입하면 어떤 점이 좋아요?
1,항공 요금규정은 어디서 확인하나요?
1,에어컨 부품을 택배로 받아볼 수 있나요.
1,한번 설정한 퇴직급여제도를 변경 방법 및 그 절차는 무엇인가요?
1,항공권 발권 후 돌아오는 여정 먼저 사용 할 수 있나요?
1,발송완료 알림톡(SMS) 을 받았는데 상품은 언제쯤 받을 수 있는거예요?
1,리모컨이 안돼요.
1,인터넷전용보험(다이렉트)과 일반(FP채널)보험의 차이점은?
1,수하물은 몇 kg까지 무료로 제공되나요? 따로 비용이 발생하나요?
1,배송이 지연되는 사유가 무엇인가요?
1,배송이 지연되는 사유가 무엇인가요?
1,배송 받은 상품이 파손되었을 경우 어떻게 해야 하나요?
1,[G5] 통화 또는 데이터 서비스가 잘 안되면 어떻게 하나요.
1,대출이자가 자동이체 통장에서 인출되는 순서는 어떻게 되나요?
1,장바구니와 찜리스트의 주요 기능과 차이점이 궁금합니다.
1,[투어마일리지][사용문의] 항공권에 투어마일리지를 사용하고 싶은데요?
1,발송완료 알림톡(SMS)을 받았는데  송장 추적이 되지 않아요.
1,항공권 카드결제 후 환불절차는 어떻게 되나요?
1,주문한 상품은 언제쯤 받을 수 있나요?
1,요금에 추가되는 세금(TAX)과 유류할증료는 무엇인가요?
1,슬로모션 촬영 영상 포토(Google)앱에서 슬로모션 재생이 안되는 경우
1,전자서명 시 오류가 발생하면  어떻게 조치하나요?
1,병원발급 구비서류는 사본은 불가합니까?
1,신탁상품을 가입하려면 어떻게 해야합니까?
1,기업HR입니다. 전임자 퇴사로 담당자 변경을 하려고 합니다.
1,9석 이상 예약하려면 어떻게 해야 하나요?
1,상품을 직접 방문하여 수령할 수는 없나요?
1,애완견을 데리고 탑승할 수 있나요?
1,내장형 배터리와 방수기능 적용으로 발열에 안전한가요.
1,바람세기 조절이 안돼요. 풍량 조절이 안돼요.
1,[안드로이드] 업데이트 후 제품등록시 무한로딩이 발생합니다.
1,비회원예약인데 하나투어 마일리지적립 가능한가요?
1,에어컨에 코드가 없어요. 코드가 잘렸어요.
1,임피던스가 높거나 낮다는건 어떤 의미인가요?
1,배수펌프가 작동하지 않아요. 에어컨에서 물이 새요.
1,증권계좌로도 자동이체 신청가능합니까?
1,퇴실 시간은 연장가능한가요?
1,부활시에도 자필서명이 필요합니까?
1,[지중해&유럽] 지중해 유럽 관광상품과는 어떤 차이가 있을까요?
1,배수 호스가 찢어졌어요.
1,상품을 받지 못했는데 발송완료로 표시되는 이유가 뭔가요?
1,실외기에 바람막이 / 가이드를 설치하고 싶어요.
1,발송완료 알림톡(SMS)을 받았는데  송장 추적이 되지 않아요.
1,[예약실패] 예약이 안되요!!
1,2in1 에어컨 초기 사용시 실외기 소음이 커진 것 같아요.
1,windows7의 window live mail을 이용하는데 첨부파일이 열리지 않습니다.(기존에 window XP 에서 outlook express를 사용)
1,상품을 직접 방문하여 수령할 수는 없나요?
1,다건 계약에 대한 중복 보장 여부 안내 입니다.
1,발송완료 알림톡(SMS) 을 받았는데 상품은 언제쯤 받을 수 있는거예요?
1,휴대폰을 LG 프렌즈 카메라와 연결하여 동시에 촬영할 수 있나요?
1,취소한 상품이 배송되었습니다. 어떻게 하나요?
1,출발과 도착지를 변경하고 싶은데 어떻게 해야되나요?
1,호텔비용 결제는 언제  어디서 하나요?
1,예약금을 낸 후 나머지 잔액은 언제까지 내야 하죠?
1,하와이도 비자가 필요한가요?
1,실종자의 보험금 청구는 어떻게 되는지요? (실종선고 절차)
1,결제 전인데 예약변경은 어떻게 하나요?
1,스케줄이 변경되면 어떻게 알수 있나요?
1,본인인증이란 무엇인가요? 꼭 해야하나요?
1,항공권 예약 시 여권이 꼭 필요한가요?
1,[일본] 일본 영주권자 혹은 유학생도 JR 패스 발권되나요?
1,실외기가 물에 잠겼는데 사용이 가능한가요.
1,국내항공 탑승시 임산부 관련 규정을 알고 싶습니다.
1,[냉방] 실외기가 돌아가지 않아요. 실외기가 늦게 돌아가요.
1,카드 무이자 할부 가능한가요?
1,신탁이익에 대한 세금은 어떻게 됩니까?
1,롯데닷컴 배송흐름은 어떻게 되나요?
1,발송완료 알림톡(SMS) 을 받았는데 상품은 언제쯤 받을 수 있는거예요?
1,롯데닷컴 배송흐름은 어떻게 되나요?
1,LG 페이 앱을 설치하고 싶어요.
1,주문한 상품은 언제쯤 받을 수 있나요?
1,회사 사정상 임의해지는 가능합니까?
1,이미 결제한 주문건의 결제수단을 변경할 수 있나요?
1,결제시한 변경 가능할까요?
1,변액보험에 가입해서 매월 보험료를 내고 있는데요  주식시장이 계속 안 좋아져서 걱정입니다.
1,가입후 90일 경과건인데 환매수수료가 발생합니다. 왜 그런가요?
1,F700(G5) SMS 문자 수신 안 되는 현상
1,로그인을 했으나 주민등록번호가 인증서소유자와 일치하지 않아 실명확인을 못했다는 메시지가 뜹니다.
1,지난달과 이번달 이자가 왜 틀리나요?(추가대출고객 중도이자상환고객 CD/ATM 이용고객 등)
1,무통장입금을 선택하여 주문했습니다. 언제까지 입금해야 하나요?
1,휴대폰 충전이 안됩니다.
1,투숙자가 외국인이면 요금이 달라지나요 ?
1,영문 명 & 성별 수정 가능한가요?
1,주문한 상품은 언제쯤 받을 수 있나요?
1,배송중인 상품의 위치는 어떻게 확인하나요?
1,Smart ThinQ 연결이 안돼요. 등록실패가 떠요.
1,자녀(미성년자)통장으로 자동이체 신청할 수 합니까?
1,취소한 상품이 배송되었습니다. 어떻게 하나요?
1,평균분할투자란 무엇입니까?
1,국내선 주말항공은 언제쯤 예약을 해야 좌석을 구입할 수 있나요?
1,필터 청소는 어떻게 하나요.
1,뺑소니 또는 무보험차량에 의해 사망했을 경우 필요서류는 무엇인지요?
1,휴일에도 상품을 받을수 있나요?
1,주문한 상품은 언제쯤 받을 수 있나요?
1,휴일에도 상품을 받을수 있나요?
1,유니버설 기능이란 무엇입니까?
1,휴대폰 발열이 있어요
1,에어컨을 만지면 전기가 흘러요.
1,휴일에도 상품을 받을수 있나요?
1,[현금영수증 및 카드영수증] 항공권 구입 후 현금영수증 발급이 가능한가요?
1,배송이 지연되는 사유가 무엇인가요?
1,배송이 지연되는 사유가 무엇인가요?
1,변액보험 펀드변경은 왜 하나요?
1,첼로 등과 같은 악기는 어떻게 하나요?
1,[지중해&유럽] 환전은 어떻게 얼마나 해야 할까요?
1,상품을 직접 방문하여 수령할 수는 없나요?
1,거래 비밀번호가 기억나지 않습니다.
1,탑승수속을 위해 언제까지 공항에 가야 하나요?
1,배관을 재사용 할 수 있나요.
1,유니버설종신보험 자유납입이 가능하다고 하던데요 자유납입이란?
1,신용카드 결제후 다른카드로 변경할수 있나요?
1,예약할 때 성별과 생년월일을 잘못 입력했는데 비행기 탑승을 못하나요?
1,변액보험 펀드변경은 왜 하나요?
1,법정상속인의 순위에 대해서 안내 입니다.
1,간편비밀번호 등록시 입력 오류가 나오는 경우는 어떻게 해야 하나요?
1,여행하는데 VISA가 꼭 필요한가요?
1,대여한 차량은 어떻게 결제하나요?
1,보험가입시 등록했던 주소를 변경하고 싶습니다.
1,USB 케이블 연결 및 충전 중에 LG 캠 플러스는 동작을 하나요?
1,단체 항공은 어떻게 예약 해야 하나요?
1,꼭 스케줄 재확인을 해야하나요?
1,새 제품인데 이상한 냄새가 나요.
1,롯데닷컴 배송흐름은 어떻게 되나요?
1,여행시 주의해야 할 점은 어떤 것이 있나요 ?
1,펀드를 환매하려고하는데 환매예상금액을 조회할 수 있나요?
1,패스를 소지하고 있는 경우에도 예약을 해야 하나요?
1,기본홈과 기본홈(홈&앱서랍)의 다른 점은 무엇인가요.
1,휴일에도 상품을 받을수 있나요?
1,종퇴보험으로 퇴직금 운영시 기업의 자체자금으로 선지급하고...
1,Google 계정이나 백업 PIN으로 화면 잠금을 해제할 수 있나요.
1,할인 관광지 티켓은 어디에서 수령하나요?
1,Wi-Fi 연결이 잘 안되거나 자주 끊어지시나요.
1,보험료를 받으러 오지 않아 계약이 실효되면 보장은 어떻게 되나요?
1,전화로 가입하는 보험도 질병이 있을 경우 진단을 받아야 합니까?
1,아이디/비밀번호는 어떻게 변경하나요?
1,항공권 결제는 어떻게 하나요?
1,기업담당자 입니다. 보안카드를 분실 / 보안카드 비밀번호 5회 오류 발생했습니다.
1,계약 전 알릴의무사항 위반 후 2년이 경과 되었는데 보험계약은 유효한가요?
1,배송중인 상품의 위치는 어떻게 확인하나요?
1,스마트 게시판은 무엇인가요.
1,장바구니와 찜리스트에 담은 상품은 어디서 확인가능한가요?
1,노사합의와 의견청취는 무엇입니까?
1,통장 잔고 부족으로 보험료를 납부하지 못했습니다.
1,애완동물을 기내에 데려갈 수 있나요?
1,자유여행을 가려하는데요. 조언 좀 해주세요.
1,휴일에도 상품을 받을수 있나요?
1,교환 시 어느 택배사를 이용해는지 택배사 이용 방법에 대해 자세히 알고 싶어요.
1,결제는 언제까지 해야 하나요?
1,매장에 전시된 모델인데 표시창에 CH05가 떠요.
1,(난방) 토출구에서 흰 연기가 나와요. 수증기가 보여요.
1,[G6] 젠더를 이용해 충전하면 충전 속도가 느려요.
1,[결제수정 및 문의] 항공권 결제는 언제 해야 하나요?
1,오레오 버전에서 앱 다운로드 후 홈화면에 앱 아이콘이 안보여요.
1,(난방) 실외기에 성에가 껴요.
1,등록 후 여권정보 변경 요청시 (발권후 포함)
1,보험관련 안내장 우편물 수령지를 변경하고 싶습니다.
1,신탁상품은 예금자보호 대상입니까?
1,내가 가입한 연금계약의 예상 연금액이 궁금한데 어디서 확인할 수 있나요?
1,1H 표시가 나타나요.(2H  3H  4H  5H  6H  7H)
1,삼성생명에서 펀드상품을 가입하고 싶습니다. 모든 영업점에서 펀드 계좌 개설이 가능합니까?
1,사용 설명서 다운로드 방법은 어떻게 되나요.
1,상품을 직접 방문하여 수령할 수는 없나요?
1,롯데닷컴 배송흐름은 어떻게 되나요?
1,발송완료 알림톡(SMS)을 받았는데  송장 추적이 되지 않아요.
1,보험계약대출 절차 및 서류 안내 입니다.
1,비회원 주문 확인은 어떻게 하나요?
1,적립식 펀드에 대해 알고 싶습니다.
1,상품을 받지 못했는데 발송완료로 표시되는 이유가 뭔가요?
1,주문한 상품은 언제쯤 받을 수 있나요?
1,제 통장에서 인출되는 가족계약건에 대하여 현재까지 납입횟수 납입기간을 알고 싶은데요?
1,발송완료 알림톡(SMS) 을 받았는데 상품은 언제쯤 받을 수 있는거예요?
1,상품을 받지 못했는데 발송완료로 표시되는 이유가 뭔가요?
1,패키지 여행 일정에 자유여행이 있는데 그때는 무엇을 하나요?
1,표시창에 CH와 61이 번갈아 깜박거려요.(점검코드 CH61)
1,해외출발 항공권도 예약 가능한가요?
1,LG 프렌즈(Friends)는 무엇인가요?
1,타USIM제한설정해제 입력 이라는 창이 뜨는 건가요
1,재해사고란 무엇인지요?
1,배송이 지연되는 사유가 무엇인가요?
1,당사와 타사에 실손보험을 각각 가입했습니다. 중복으로 보장이 되나요?
1,기차에는 장애인을 위한 시설이 준비되어 있나요?
1,[중동] 중동지역은 위험하지 않나요?
1,사망보험금(입원급여금)의 청구시효기간은 언제까지인가요?
1,DB 부담금은 얼마고 어떻게 계산합니까?
1,아동요금과 유아요금은 어떤 기준으로 적용 되나요?
1,음성 녹음의 추가된 기능
1,대기 중 전원이 꺼져요. 어떻게 해야 하나요.
1,발송완료 알림톡(SMS)을 받았는데  송장 추적이 되지 않아요.
1,발송완료 알림톡(SMS) 을 받았는데 상품은 언제쯤 받을 수 있는거예요?
1,청약시 자필서명을 하지 않았습니다. 보험보장이 가능합니까?
1,LG 프렌즈 카메라로 촬영한 사진을 휴대폰에서 편리하게 확인 가능합니다.
1,상품을 직접 방문하여 수령할 수는 없나요?
1,국내숙박&펜션 예약시 법인카드 결제는 어떻게 하나요?
1,배송중인 상품의 위치는 어떻게 확인하나요?
1,(냉방)희망온도에 도달해도 실외기가 계속 가동되요. 실내온도가 더 떨어져요.
1,인터넷을 통해 보험을 가입하는 절차는 어떻게 됩니까?
1,배우자(or 가족) 통장으로도 보험료 즉시 인출 가능합니까?
1,공동운항이란??
1,휴일에도 상품을 받을수 있나요?
1,OTG 인식이 안됩니다.
1,확정급여형(DB)제도와 확정기여형(DC)제도 중 부담금이 더 저렴한 것은 무엇입니까?
1,발송완료 알림톡(SMS)을 받았는데  송장 추적이 되지 않아요.
1,마일리지로 결제를 하고 싶은데 어디에서 할 수 있을까요?
1,주문하지 않은 물건이 발송되었다고 문자메시지가 옵니다. 어떻게 해야 하나요?
1,버튼을 눌러도 동작하지 않아요.(공기청정 좌우바람 먼지상태 습도 등)
1,LG백업에서 NFC로 휴대폰 데이터 받기
1,[일본] JR패스를 발권 받고 싶습니다만 수령할 시간이 없는데 현지에서 발급되나요?
1,퇴직보험청구서에 자필서명을 꼭 해야 합니까?
1,납입주기변경에 대한 안내 입니다.
1,외국인 회원도 일반 가입과 동일하게 가입 가능한데요. 외국인은 따로 인증을 어떻게 진행하나요?
1,인터파크 티켓에서 로그인이 되지 않아요.
1,스마트폰 2대에서 공인인증서로 모바일창구를 이용 중입니다. 지문인증도 2대 모두 이용할 수 있나요?
1,회수된 상품의 반송장번호를 분실했을 경우 확인이 가능한 다른 방법은 없나요?
1,휴일에도 상품을 받을수 있나요?
1,상품을 받지 못했는데 발송완료로 표시되는 이유가 뭔가요?
1,신용 불량자도 해외여행을 할 수 있나요?
1,에어컨 코드가 뜨거워요.
1,청구할 때 입력한 퇴직소득세나 국민연금 전환금이 국세청에 보고됩니까?
1,현지에서 다급하면 어디로 연락하면 되나요?
1,에어컨이 꺼져 있는데 실외기가 돌아가요. 사용하지 않는데 물이 떨어져요.
1,호텔 체크인  체크아웃 시간은 언제인가요?
1,취소한 상품이 배송되었습니다. 어떻게 하나요?
1,롯데닷컴 배송흐름은 어떻게 되나요?
1,상품을 받지 못했는데 발송완료로 표시되는 이유가 뭔가요?
1,주문한 상품은 언제쯤 받을 수 있나요?
1,상품을 받지 못했는데 발송완료로 표시되는 이유가 뭔가요?
1,종퇴보험에서 가입비율 100%로 적립하고 있는데 퇴직보험...
1,배수 호스가 빠졌어요. 찢어졌어요.
1,배송이 지연되는 사유가 무엇인가요?
1,휴일에도 상품을 받을수 있나요?
1,퇴직연금제도가 새로 도입되면  기존의 퇴직보험은 어떻게 되나요?
1,상품별 배송비에 대해 자세히 알고 싶어요.
1,발송완료 알림톡(SMS) 을 받았는데 상품은 언제쯤 받을 수 있는거예요?
1,사용하지 않는데 실외기가 가동되요. 꺼져있는데 물이 떨어져요.
1,실내기 디스플레이에 청정 표시가 나타나요.청정 표시가 깜박여요.
1,Tone + 는 기존 헤드셋과 무엇이 다른가요?
1,롯데닷컴 배송흐름은 어떻게 되나요?
1,상품을 받지 못했는데 발송완료로 표시되는 이유가 뭔가요?
1,G6 카메라 일반 모드에서 화면 노출을 조절하려면 어떻게 하나요.
